Id,LookupId,Number,Aircraft_RegistrationNumber,StartDate,EndDate,StartTime,EndTime,Status_Name,TermsAndConditions,Created,LastUpdated,IsActive,Notes,EstimatedInventoryCostSubTotal,EstimatedLaborCostSubTotal,EstimatedAdditionalCostSubTotal,EstimatedTotalCost,ActualInventoryCostSubTotal,ActualLaborCostSubTotal,ActualAdditionalCostSubTotal,ActualTotalCost,OpenLineItemCount,InReviewLineItemCount,RequireSignatureLineItemCount,ClosedLineItemCount,LineItemCount,EstimatedHours,CompletedHours,RemainingHours,ClosedLineItemPercent,CompletedHoursPercent,ContactName,ContactEmail,ContactPhone,ReferenceField,FlightDocsURL
134779,f8643fa6-43a5-405d-abd0-ed96348eb706,947-2-21-23MST,N947JS,2023-02-21,,2023-02-21T11:25:00Z,,Closed,,2023-02-21T16:25:48.043Z,2023-03-06T13:28:34.0690363Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/134779
134427,a3e46eca-d142-4fc9-b729-0514e685a53e,947-2-17-23RW,N947JS,2023-02-17,2023-02-19,2023-02-17T23:00:00Z,2023-02-19T21:00:00Z,Closed,,2023-02-17T12:28:03.673Z,2023-02-22T12:53:02.0204179Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,8,0.0,0.0,0.0,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/134427
134268,18b20929-606f-4c87-8b83-736705b4d0d6,947-2-15-23ASK,N947JS,,,,,Closed,,2023-02-15T22:06:06.783Z,2023-02-22T13:22:12.6183925Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,0.0,0.0,0.0,100,0,,,,YAW DAMP FAIL,https://app2.flightdocs.com/#/work-orders/work-order/detail/134268
133874,bc53d274-93a3-4db1-83cf-1a94827a4468,947-2-11-23MST,N947JS,2023-02-11,,2023-02-11T12:27:00Z,,Closed,,2023-02-11T17:27:08.433Z,2023-02-16T14:54:16.5482648Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/133874
131199,2d4c17eb-a7ad-493e-bdb5-8b1a819eee04,947-1-4-23KS,N947JS,2023-01-04,,,,Canceled,,2023-01-12T11:10:10.737Z,2023-01-12T11:22:24.2442488Z,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/131199
127752,62192f25-8c7b-4d3f-82df-f37dc852d1ee,947-12-5-22MST,N947JS,2022-12-05,,2022-12-05T07:07:00Z,,Closed,,2022-12-05T12:08:14.027Z,,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/127752
127722,4414516c-2f21-458b-b657-02a7e5766cd6,947-12-4-22BAP,N947JS,,,,,Canceled,,2022-12-04T17:40:29.847Z,2022-12-04T17:41:41.8541339Z,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/127722
128667,bcd1dcc2-5c87-47b3-a837-946a1b99c52e,947-12-13-22JT,N947JS,2022-12-13,,2022-12-13T20:29:00Z,,Closed,,2022-12-14T01:39:35.79Z,2023-01-16T16:32:34.705645Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,8,,,,100,0,Brandon Phifer,brandon.phifer@jeteastgama.com,216-287-3046,75183,https://app2.flightdocs.com/#/work-orders/work-order/detail/128667
125182,0297ca0c-9c79-49c8-96d8-894092467ff0,947-11-6-22MJS,N947JS,,,,,Closed,,2022-11-07T00:52:38.64Z,2022-12-14T18:55:01.5182805Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,6,,,,100,0,,,,#2 MLG TIRE,https://app2.flightdocs.com/#/work-orders/work-order/detail/125182
125729,70b7ef95-b058-4090-a540-eb040f99a64e,947-1-15-22GR,N947JS,2023-01-16,2023-01-26,,,Closed,,2022-11-13T19:10:39.057Z,2023-02-07T12:16:06.7395768Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27,27,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/125729
126825,82b50ed9-6337-4f78-b2d2-1f8932c45994,947-11-24-22SB,N947JS,,,,,Closed,,2022-11-25T02:42:56.547Z,2022-12-14T17:45:09.3291239Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,APU FAILED TO START,https://app2.flightdocs.com/#/work-orders/work-order/detail/126825
126195,996ec9ac-e8e2-4e45-8c5e-6f85a1d92302,947-11-16-22BAP,N947JS,,,,,Closed,,2022-11-17T17:35:52.203Z,2022-12-09T16:45:50.9875328Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/126195
136932,f3911db9-5294-4b12-b4a0-8c9ead9e7d28,945-3-15-23MST,N945JS,2023-03-15,,2023-03-15T13:03:00Z,,Closed,,2023-03-15T17:02:36.15Z,2023-03-18T20:16:45.4981321Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,0.0,0.0,0.0,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/136932
136961,7e72dc7a-cdea-438b-8415-4eab2125bd86,945-3-13-23DG,N945JS,2023-03-15,2023-03-17,2023-03-15T21:45:00Z,2023-03-18T02:00:00Z,Canceled,,2023-03-15T21:53:05.537Z,2023-03-15T21:54:28.8265027Z,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/136961
136546,173b85b9-7b15-4050-82ba-215ad9d8356b,945-3-11-23CTW,N945JS,2023-03-11,2023-03-13,2023-03-12T01:30:00Z,2023-03-13T22:00:00Z,Closed,,2023-03-12T01:40:39.627Z,2023-03-14T11:39:51.6617145Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,LAV PANEL LIGHTS,https://app2.flightdocs.com/#/work-orders/work-order/detail/136546
134643,915522d8-2672-4142-85e2-1a57d56a0915,945-2-20-23MST,N945JS,2023-02-20,,2023-02-20T11:40:00Z,,Closed,,2023-02-20T16:39:38.563Z,2023-02-24T15:23:52.9781967Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/134643
134401,02032fd4-6391-4601-a71c-39ac09c07792,945-2-16-23ASK,N945JS,,,,,Closed,,2023-02-17T01:35:16.193Z,2023-02-24T10:59:59.2336627Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,,,,100,0,,,,YD FAIL,https://app2.flightdocs.com/#/work-orders/work-order/detail/134401
132642,392419b9-c58d-49e2-9fe3-c826b6502a87,945-1-29-23MST,N945JS,2023-01-29,,2023-01-29T10:16:00Z,,Canceled,,2023-01-29T15:16:24.473Z,,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/132642
132643,ac1503da-a24a-460c-88e9-1bbb36dbafa7,945-1-29-23MST,N945JS,2023-01-29,,2023-01-29T10:20:00Z,,Closed,,2023-01-29T15:19:30.46Z,2023-02-16T14:19:04.9732136Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,8,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/132643
125731,f1b436b0-9528-480f-a954-dcb30bf16b53,945-12-31-22GR,N945JS,2022-12-30,,,,Closed,,2022-11-13T19:37:37.41Z,2023-02-12T19:41:02.3886061Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25,25,,,,100,0,,,,SCHEDULED MX / ENG CHANGE,https://app2.flightdocs.com/#/work-orders/work-order/detail/125731
129660,c650f39e-6f98-49ae-a9a7-255f5fae3ef4,945-12-26-22SB,N945JS,,,,,Closed,,2022-12-26T20:29:31.197Z,2022-12-26T20:34:16.6234407Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,ROB ARCHER,,860-922-5281,ENG OIL SERV,https://app2.flightdocs.com/#/work-orders/work-order/detail/129660
129685,6a6e5e5c-de38-4c66-81c2-c88210d558f3,945-12-26-22SB,N945JS,2022-12-26,,2022-12-26T17:26:00Z,,Closed,,2022-12-27T05:11:21.663Z,2022-12-29T12:05:03.5592709Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,Rocky,mxcontrol@flyexclusive.com,8776151589,FLAPS FAIL EICAS MESSAGE,https://app2.flightdocs.com/#/work-orders/work-order/detail/129685
127669,c16ab5c0-b7cd-4f40-bd9e-5336a7079515,945-12-2-22SB,N945JS,,,,,Closed,,2022-12-03T02:07:33.277Z,2022-12-12T13:32:36.3454302Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,,,,100,0,,,,FUEL BOOST L-R on EICAS,https://app2.flightdocs.com/#/work-orders/work-order/detail/127669
129483,eaa95b41-05fe-4499-b40f-01f0727e790b,945-12-22-22JT,N945JS,2022-12-22,2022-12-22,2022-12-22T17:05:00Z,2022-12-22T23:15:00Z,Closed,,2022-12-22T22:03:05.727Z,2022-12-23T12:01:53.3987659Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/129483
128600,7b1c3136-64a1-418f-b7b3-efcfbc0727e9,945-12-13-22RM,N701JS,2022-12-13,2022-12-15,2022-12-13T10:30:00Z,2022-12-15T12:00:00Z,Closed,,2022-12-13T15:25:57.71Z,2022-12-15T11:44:59.8982309Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,,,,100,0,,,,O2 LEAK,https://app2.flightdocs.com/#/work-orders/work-order/detail/128600
127355,0a0ac954-96be-4590-8a63-56b27d415c49,945-12-1-22DTW,N701JS,2022-12-01,,,,Canceled,,2022-11-30T22:33:14.087Z,2022-11-30T22:35:23.2026149Z,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,,ACCEPTANCE INSPECTION                                     FLY EXCUSIVE MSU,https://app2.flightdocs.com/#/work-orders/work-order/detail/127355
127499,e557578f-bb70-4cf3-bcc6-404cd960d1a6,945-12-1-22BAP,N701JS,,,,,Closed,,2022-12-01T18:58:15.873Z,2022-12-09T14:20:13.354466Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/127499
128531,ad9076c6-9e32-4631-b252-206a5a1ae028,945-12-12-22wm,N945JS,,,,,Closed,,2022-12-13T01:13:15.863Z,2022-12-23T12:40:27.1247421Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,boost pump inop,https://app2.flightdocs.com/#/work-orders/work-order/detail/128531
125170,ec1e7cf7-1734-4240-ae93-ce74999e9a9e,945-11-6-22MST,N701JS,2022-11-06,,2022-11-06T11:29:00Z,,Closed,,2022-11-06T16:29:21.867Z,2022-11-08T11:53:10.9817618Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,BATTERY OVER/TEMP WARNING                          JP AEROTECHNICS,https://app2.flightdocs.com/#/work-orders/work-order/detail/125170
127299,81485afc-0d8c-4401-9df7-0edbf5d17862,945-11-30-22RM,N701JS,2022-11-30,2022-12-01,2022-11-30T12:46:00Z,2022-12-01T14:00:00Z,Closed,,2022-11-30T17:46:53.45Z,2022-12-12T11:50:53.5693692Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,Starter,https://app2.flightdocs.com/#/work-orders/work-order/detail/127299
127202,461a18d8-1300-49d4-8a55-d04e8ae47098,945-11-29-22MJS,N945JS,,,,,Closed,,2022-11-30T00:56:12.31Z,2022-12-15T17:46:27.8614531Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,6,,,,100,0,,,,CLEARING MEL,https://app2.flightdocs.com/#/work-orders/work-order/detail/127202
126903,da24b6ed-0e74-423c-b35c-406cc43c1b0d,945-11-26-22RW,N701JS,,,,,Closed,,2022-11-26T14:15:09.063Z,2022-11-28T13:57:36.2298993Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/126903
126820,812bf2e1-cdd9-4d1d-9a89-a9dbea9b1798,945-11-24-22DTW,N701JS,,,,,Closed,,2022-11-24T21:45:31.353Z,2022-11-28T14:14:29.1334572Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,,,,100,0,,,,#1 ENG START/GEN INOP,https://app2.flightdocs.com/#/work-orders/work-order/detail/126820
132548,f97795c6-f3af-479e-a687-577463212e1a,945-1-12-23KS,N945JS,,,,,Closed,,2023-01-27T19:27:18.137Z,2023-02-03T11:47:49.0181271Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,,,,100,0,,,,flap fail,https://app2.flightdocs.com/#/work-orders/work-order/detail/132548
131224,2d927865-80b0-4bf6-a563-bb52a3c7fb57,945-1-12-23KS,N976JS,2023-01-12,,2023-01-12T15:20:00Z,,Canceled,,2023-01-12T15:28:14.507Z,2023-01-12T15:29:35.3647775Z,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/131224
126089,5fc83ea6-c38a-4056-86de-0324f61abd28,945-11-16-22SH,N701JS,,,,,Closed,,2022-11-16T19:24:01.407Z,2022-11-16T19:25:19.7456791Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/126089
122188,7cbd5546-c738-49d9-b3fd-69d80d664bb1,945-10-14-22DTW,N701JS,2022-10-14,2022-10-16,,,Closed,,2022-10-15T06:17:10.14Z,2022-10-18T16:42:51.7135545Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,INTERIOR TRIAGE (NBBA),https://app2.flightdocs.com/#/work-orders/work-order/detail/122188
133853,a886b7bc-3793-4275-a7fc-cb201306a946,945-02-11-23SY,N945JS,2023-02-11,2023-02-14,,,Closed,,2023-02-11T00:05:20.217Z,2023-03-13T12:29:43.2203413Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19,19,0.0,0.0,0.0,100,0,,,,SCHED MX,https://app2.flightdocs.com/#/work-orders/work-order/detail/133853
133658,02d55543-f462-4036-98f8-9423622665f3,943-2-8-23ASK,N943JS,,,,,Closed,,2023-02-08T21:30:44.47Z,2023-02-14T18:07:20.5472496Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,,,,100,0,,,,LEFT MAIN TIRE WORN,https://app2.flightdocs.com/#/work-orders/work-order/detail/133658
134704,f7429a12-9ef0-4cd0-9edf-78f4527ea161,943-2-20-23SH,N943JS,2023-02-20,2023-02-21,2023-02-20T23:45:00Z,2023-02-22T03:35:00Z,Closed,,2023-02-21T01:32:35.213Z,2023-02-22T14:03:35.9828569Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,Lav door will not latch,https://app2.flightdocs.com/#/work-orders/work-order/detail/134704
130861,0e942f52-4e2b-4aea-ae72-79e93fc5564d,943-1-8-23SH,N943JS,2023-01-08,2023-01-09,2023-01-08T16:30:00Z,2023-01-09T20:00:00Z,Closed,,2023-01-08T21:46:02.93Z,2023-01-10T19:11:53.7063722Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,ENGINE DL WORKORDER SPLIT,https://app2.flightdocs.com/#/work-orders/work-order/detail/130861
129516,6aa25d3c-1b05-42f1-80a2-4ad029e1fb33,943-1-4-23JL,N943JS,2023-01-09,2023-01-11,,,Closed,,2022-12-23T04:36:33.52Z,2023-01-13T17:23:17.0141884Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,12,0.0,0.0,0.0,100,0,,,,SCHEDULED MX,https://app2.flightdocs.com/#/work-orders/work-order/detail/129516
129870,24c82610-040a-4142-8e33-6da453eb2e2b,943-12-29-22GR,N943JS,2022-12-29,2022-12-30,2022-12-29T18:00:00Z,2022-12-30T07:00:00Z,Closed,,2022-12-28T21:55:59.473Z,2023-01-13T17:45:40.6886941Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,6,,,,100,0,,,,SCHEDULED MX,https://app2.flightdocs.com/#/work-orders/work-order/detail/129870
129582,298f58a0-bec7-4cb8-bf9b-fb8577a685d9,943-12-24-22MST,N943JS,2022-12-24,,2022-12-24T13:20:00Z,,Canceled,,2022-12-24T18:20:34.937Z,2022-12-24T18:20:59.1653704Z,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/129582
129241,479e16aa-8a22-4716-ac47-81d73a8e488e,943-12-20-22BAP,N943JS,,,,,Closed,,2022-12-20T16:03:45.533Z,2023-01-03T12:21:09.9647237Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,0.0,0.0,0.0,100,0,,,,Clearing #1 CDU MEL,https://app2.flightdocs.com/#/work-orders/work-order/detail/129241
129153,3412d3f2-8e8a-4146-9b19-487886a0b760,943-12-19-22CTW,N943JS,2022-12-19,2022-12-20,2022-12-20T02:00:00Z,2022-12-20T16:00:00Z,Closed,,2022-12-20T02:15:35.86Z,2023-01-10T18:46:55.6637295Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,CHUCKY,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/129153
127275,91d4bce6-c1e2-46bb-949f-7960e3a78c5a,943-11-30-22MST,N943JS,2022-11-30,,2022-11-30T11:03:00Z,,Closed,,2022-11-30T16:04:14.273Z,2022-12-06T21:24:59.8420458Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/127275
126387,a29d2d93-07fe-4690-9692-ce44b0b92689,943-11-19-22NB,N943JS,2022-11-19,,2022-11-19T16:00:00Z,,Closed,,2022-11-19T21:29:21.617Z,2022-11-22T18:51:21.8657208Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/126387
132605,496c132a-c7f2-47a5-9657-29031c808c47,943-01-28-23TH,N943JS,2023-01-28,2023-01-28,2023-01-28T21:30:00Z,2023-01-29T03:00:00Z,Closed,,2023-01-28T17:26:20.58Z,2023-01-30T18:55:24.2574796Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,0.0,0.0,0.0,100,0,Rocky,mxcontrol@flyexclusive.com,8776151589,,https://app2.flightdocs.com/#/work-orders/work-order/detail/132605
131589,b304db24-ba8b-4a31-8b1e-c24924b97312,943-01-17-23RW,N943JS,2023-01-17,2023-01-19,2023-01-17T15:00:00Z,2023-01-20T03:00:00Z,Closed,,2023-01-17T16:09:50.587Z,2023-02-03T11:50:57.8650947Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,5,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/131589
136449,a9837aa6-5cee-4f38-ba07-0c9c14ea72aa,942-3-4-23ASK2,N942JS,2023-03-09,2023-03-11,2023-03-10T00:00:00Z,2023-03-12T04:00:00Z,Closed,,2023-03-10T13:13:05.027Z,2023-03-20T15:56:56.1878491Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,,,,100,0,,,,Lt Eng Oil Lk,https://app2.flightdocs.com/#/work-orders/work-order/detail/136449
135923,f3ec2361-ab9d-4ff0-b2ba-695cb90826d7,942-3-4-23ASK,N942JS,2023-03-04,,2023-03-05T01:00:00Z,,Closed,,2023-03-05T01:21:56.763Z,2023-03-13T19:41:43.7759023Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,5,,,,100,0,,,,LEFT ENGINE OIL LEAK,https://app2.flightdocs.com/#/work-orders/work-order/detail/135923
135880,d23f600a-9ee0-46a9-85f9-177cf19c4f85,942-3-3-23CTW,N942JS,2023-03-03,,2023-03-04T02:00:00Z,,Closed,,2023-03-04T03:56:42.147Z,2023-03-08T14:30:07.4757317Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,,,,100,0,,,,#1 ENG OIL LEAK / APU CABIN PRESSURIZATION,https://app2.flightdocs.com/#/work-orders/work-order/detail/135880
137499,2c35d57b-d27f-4ffe-86f3-3a72f2d6dc43,942-3-21-23CTW,N942JS,2023-03-21,2023-03-26,2023-03-21T19:00:00Z,2023-03-26T19:00:00Z,In Progress,,2023-03-21T23:49:57.767Z,2023-03-24T10:58:34.082459Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,8,0.0,0.0,0.0,100,0,,,,"OIL LK, ANTI-ICE, TCAS",https://app2.flightdocs.com/#/work-orders/work-order/detail/137499
133434,30195c70-8e76-441f-9a82-77d373797c6a,942-2-6-23MST,N942JS,2023-02-06,,2023-02-06T14:18:00Z,,Closed,,2023-02-06T19:18:37.86Z,2023-02-09T16:02:17.0740189Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/133434
133333,3ead744f-c948-45e6-96cd-3f91bfd32836,942-2-5-23MST,N942JS,2023-02-05,,2023-02-05T12:49:00Z,,Closed,,2023-02-05T17:48:37.483Z,2023-02-09T16:27:40.8259826Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/133333
135154,0164ed42-f408-4fdc-b025-7b7c068fe1ff,942-2-25-23CTW,N942JS,,2023-02-28,,2023-03-01T01:00:00Z,Closed,,2023-02-26T01:06:15.453Z,2023-03-06T17:42:44.6529395Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,0.0,0.0,0.0,100,0,,,,WINDSHIELD HEAT R,https://app2.flightdocs.com/#/work-orders/work-order/detail/135154
135052,4f4b70cc-ea96-4885-a200-c351c9c95470,942-2-24-24RW,N942JS,2023-02-24,2023-02-25,2023-02-24T15:00:00Z,2023-02-25T22:00:00Z,Closed,,2023-02-24T14:42:33.963Z,2023-02-24T18:51:48.175656Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/135052
135016,1c714da8-881a-4f70-8c30-ecfcf8e60d46,942-2-23-23ASK,N942JS,,,,,Closed,,2023-02-24T00:48:59.25Z,2023-02-27T12:11:26.1974689Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/135016
134528,e7cbce51-8440-4d5d-b607-396a6d347aa1,942-2-18-23RW,N942JS,2023-02-18,2023-02-20,2023-02-18T16:00:00Z,2023-02-20T23:00:00Z,Closed,,2023-02-18T15:42:30.037Z,2023-02-22T18:33:00.0043791Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/134528
133865,b01d938b-67b5-4dc5-a431-5e3222214047,942-2-11-23MST,N942JS,2023-02-11,,2023-02-11T06:53:00Z,,Closed,,2023-02-11T11:53:11.817Z,2023-02-20T18:49:53.9191347Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,10,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/133865
130970,dc3dd7b9-0c58-4584-b3d7-cd136b2c81f6,942-1-9-23RW,N942JS,2023-01-09,2023-01-10,2023-01-09T20:00:00Z,2023-01-10T21:00:00Z,Closed,,2023-01-09T20:06:06.387Z,2023-01-16T16:53:26.7951808Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/130970
132140,c329a8d9-7d2f-41df-a6e9-21ce3d02c17b,942-1-24-23ASK,N942JS,,,,,Closed,,2023-01-24T05:37:16.82Z,2023-02-02T12:26:58.8601102Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,ENG CHIP LIGHTS,https://app2.flightdocs.com/#/work-orders/work-order/detail/132140
127693,24026fba-0c3f-4e36-950a-cb124af72f2d,942-12-3-22BAP,N942JS,,,,,Closed,,2022-12-03T18:17:55.117Z,2022-12-03T18:22:29.6724897Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/127693
127692,8fc0ab12-a7ca-434c-a011-3c1804f736ad,942-12-2-22BAP,N942JS,,,,,Closed,,2022-12-03T18:12:00.447Z,2022-12-05T12:59:54.8033672Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/127692
129164,930e17be-cb36-40e0-ad53-4507c4624b64,942-12-19-22JT,N942JS,2022-12-19,2022-12-21,,,Closed,,2022-12-20T04:13:15.643Z,2023-01-05T20:23:37.0168605Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,8,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/129164
128795,968f65b5-1dba-4ebf-a6f0-4be37ceb3423,942-12-14-22JT,N942JS,,,,,Closed,,2022-12-15T02:33:34.1Z,2022-12-23T19:39:50.2583534Z,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,,,,100,0,,,,,https://app2.flightdocs.com/#/work-orders/work-order/detail/128795
